Node name,Node pack name,Display Name,Simple Name,Long docstring,Short docstring,Tags,Icon
KSampler,Comfy,KSampler,Latent Space Sampler (Adv.),"The KSampler node is designed for advanced sampling operations within generative models, allowing for the customization of sampling processes through various parameters. It facilitates the generation of new data samples by manipulating latent space representations, leveraging conditioning, and adjusting noise levels.",Perform advanced sampling in generative models.,"['Diffusion', 'Sampling and Scheduling', 'Sampling']",spinner
EmptyLatentAudio,Comfy,EmptyLatentAudio,Blank Audio Generator,The EmptyLatentAudio node is designed to generate a blank audio latent space representation. It creates a tensor of zeros that serves as a placeholder or starting point for further audio processing or generation tasks.,Generate blank audio latent space representation.,"['Diffusion', 'Latent', 'Latent']",file-audio
SaveAnimatedPNG,Comfy,SaveAnimatedPNG,Create Animated PNG,"The SaveAnimatedPNG node is designed for creating and saving animated PNG images from a sequence of frames. It handles the assembly of individual image frames into a cohesive animation, allowing for customization of frame duration, looping, and metadata inclusion.",Create and save animated PNGs from frames.,"['Output', 'Image']",photo-film
PreviewImage,Comfy,Preview Image,Image Preview Generator,"The PreviewImage node is designed for creating temporary preview images. It automatically generates a unique temporary file name for each image, compresses the image to a specified level, and saves it to a temporary directory. This functionality is particularly useful for generating previews of images during processing without affecting the original files.",Generate and save compressed temporary preview images.,"['Output', 'Image', 'Preview']",file-image
VideoLinearCFGGuidance,Comfy,VideoLinearCFGGuidance,Video Guidance Tuner,"The VideoLinearCFGGuidance node applies a linear conditioning guidance scale to a video model, adjusting the influence of conditioned and unconditioned components over a specified range. This enables dynamic control over the generation process, allowing for fine-tuning of the model's output based on the desired level of conditioning.",Apply linear conditioning guidance to video models.,"['Animation', 'AnimateDiff']",clapperboard
StableCascade_StageC_VAEEncode,Comfy,StableCascade_StageC_VAEEncode,Latent Image Encoder,"This node is designed to encode images into a compressed latent representation using a VAE model, with an adjustable level of compression. It facilitates the transformation of visual data into a more compact form, enabling efficient processing and manipulation in latent space.",Encode images into compressed latent representations.,"['Diffusion', 'Decoding', 'VAE']",photo-film
SamplerEulerAncestralCFGPP,Comfy,SamplerEulerAncestralCFG++,Custom Sampler Generator (Adv.),"This node provides a mechanism to generate a custom sampler based on the Euler Ancestral method with specific configurations for the CFG++ algorithm. It allows for fine-tuning the sampling process by adjusting parameters related to the noise and step size, catering to specialized needs in generating samples.",Generate custom samplers using Euler Ancestral method.,"['Diffusion', 'Sampling and Scheduling', 'SamplerScheduler']",dna
ModelMergeSD1,Comfy,ModelMergeSD1,Model Merger (Adv.),"ModelMergeSD1 is designed for advanced model merging operations, specifically tailored to merge different aspects of two models into a single model. It allows for fine-grained control over the merging process by adjusting the influence of each model's components, such as input blocks, middle blocks, and output blocks, on the final merged model.",Merge aspects of two models into one.,"['Model', 'Manipulation', 'ModelMerge']",mixcloud
LatentCompositeMasked,Comfy,LatentCompositeMasked,Latent Image Blender,"The LatentCompositeMasked node is designed for blending two latent representations together at specified coordinates, optionally using a mask for more controlled compositing. This node enables the creation of complex latent images by overlaying parts of one image onto another, with the ability to resize the source image for a perfect fit.",Blend latent representations with optional masking.,"['Diffusion', 'Latent', 'Latent']",diagram-predecessor
ImageCrop,Comfy,ImageCrop,Image Cropper,The ImageCrop node is designed for cropping images to a specified width and height starting from a given x and y coordinate. This functionality is essential for focusing on specific regions of an image or for adjusting the image size to meet certain requirements.,Crop images to specified dimensions and coordinates.,"['Image', 'Image Transformation and Manipulation', 'Crop']",file-image
StableCascade_EmptyLatentImage,Comfy,StableCascade_EmptyLatentImage,Generate Blank Canvas,"This node is designed to generate empty latent images with specified dimensions and compression settings. It primarily serves in the initialization or preparation stages of image generation processes, where creating a blank canvas or base for further modifications is required.",Generate empty latent images with specified settings.,"['Diffusion', 'Latent']",file-image
MaskComposite,Comfy,MaskComposite,Mask Merger,"This node specializes in combining two mask inputs through a variety of operations such as addition, subtraction, and logical operations, to produce a new, modified mask. It abstractly handles the manipulation of mask data to achieve complex masking effects, serving as a crucial component in mask-based image editing and processing workflows.",Combine masks using arithmetic and logical operations.,"['Segmentation', 'Masks']",user-ninja
DisableNoise,Comfy,DisableNoise,Noise Suppressor,"The DisableNoise node is designed to provide a mechanism for disabling noise generation within a sampling process. It serves as a utility to override default noise behaviors, facilitating scenarios where noise introduction is undesirable for the generation or manipulation of images or data.",Disable noise generation in sampling processes.,"['Diffusion', 'Sampling and Scheduling']",volume-xmark
KSamplerAdvanced,Comfy,KSampler (Advanced),Image Generator (Adv.),"The KSamplerAdvanced node is designed to enhance the sampling process by providing advanced configurations and techniques. It aims to offer more sophisticated options for generating samples from a model, improving upon the basic KSampler functionalities.",Enhance sampling with advanced configurations.,"['Diffusion', 'Sampling and Scheduling', 'Sampling']",diagram-next
